,user,comment_time,votes,rating,text,sentiment,feedback
17085,Millo,2013/1/3,2,3,Bruce Wayne各种呆！！没有看过漫画，不知道原著的Bruce Wayne是什么样子。但CB演的那个隐忍伤情痴情，有担当的Bruce Wayne已经深入我心。其他蝙蝠退散！！PS：Nicole惊艳了！PPS：我说那个Harvey怎么这么眼熟！黑衣人啊！PPPS：Jim Carrey很好，但是Ed和Harvey俩反派做得，show的成分远大于使坏成分。,1,0
17086,Peter Cat,2014/9/21,409,5,QTN:严格意义上帕西诺饰演过两个黑帮老大，迈克柯里昂和托尼蒙塔纳，前者是意大利家族价值观的守护者，后者则是在金钱至上的80年代成功突围的投机者。前一种价值观在时代的变迁中分崩离析，后一种价值观则因为自身的肤浅盲目最终走向虚无；对两种价值的一意孤行，让两个人物同样变成了独守城堡的偏执,1,1
17088,深海的心,2009/8/23,236,5,世界到最后谁也不属于，道上没人靠得住，变成偏执狂也没用。那时候的Al和米歇尔菲弗都很美，当初我还不明白为什么要找她演纯真年代，后来明白了，只是那时候，已经不是她的黄金时代。为什么Al活像那个人物，他到底是演员还是黑帮？,0,1
17089,思考的猫,2012/4/14,86,4,当时看的时候，深深被阿帕那种自我毁灭的气场震撼，黑帮混，太冲动不行啊，情商要高。,1,1
17090,鸳鸯,2009/4/9,29,4,"1.限定欲望。真是十分要紧之事。否则无止无尽，死在路上到不了终点。
2.好好的钱。为什么会被用成这样？
3.看到一半觉得像香港老片。黑帮。枪战。越到后面力量才越强大起来。觉得真切。
",1,1
17097,Morning,2010/12/2,0,3,系列到后来都是温情的故事，倒是阴阳路里很少有特效，各种鬼神的镜头其实只是简单的组接，这对于小成本的电影是不错的。,1,0
17105,冰与火之歌,2011/3/1,0,4,"一部关于心理保护与自我救赎、直面与逃避、爱与性、罪与罚、偶然、宿命与选择的电影。
至于电影本身，镜头语言、摄影操作、剪辑、构思、用光调色、金的表演欲都强于故事本身。 ",1,1
17107,左胸上的吸盘,2017/8/13,2,3,两个半小时但基本没废戏，事件悬念人物总在推动。开场老头子的遗嘱一出，感觉就是给后辈们下了一个生死斗的任务指令，这种算尽身后事的设定有点扯。市川昆在处理上用了不少偏实验手法，变形、定格、失色、逐帧的片段推出了类似表现主义的精神扭曲，通篇的颜色绿汪汪的，在滑腻的触感上开时代之先,1,0
17109,廿四,2010/8/17,1,4,故事很好，演员不错，有很多地方值得借鉴，不过金田一的个性并不突出！,1,1
17110,峰瑞,2017/9/28,1,3,不是很吓人，不过很柯南。居然还爆米花结尾了一下。日本元素很多，二战伤痕，浮世绘。,1,0
17111,小野山猪,2007/6/12,0,5,第七部剧场版，故事不错，制作也好，团员们都已经成长啦。期待下一部剧场版。,1,1
17115,Skybow,2009/6/18,0,4,[2009.06.18]很久很久没有看《海贼王》了，发现娜美居然是巨乳？擦汗……罗宾也不遑多让啊，不过气质真的很赞，优雅！热血加搞笑，剧情也很轻松，不知道几部剧场版是不是都这样。,1,1
17116,同志亦凡人中文站,2013/2/3,259,5,用商业手法拍同志电影，真人真事这四个字简直掷地有声。丛林法则的南美，枪林弹雨中的焚心以火。 性感，炽热，荡气回肠。异性恋永远无法这样绝望的抱紧。两人真的不是兄弟？实在太像了，帅得都一模一样...,1,1
17117,陆支羽,2011/3/23,65,4,海水火焰+兄弟情人+末路的永恒回光。女人的介入。焚币&自由&吻别。|抽烟会被幽灵发现的，他们比水轻，还发着光。|人在命悬一线的时候，总会想起人生中的遗憾。|我听不见了，那些声音都听不见了，好清静。PS：或许同性姿态才是负隅顽抗的至悲境界吧，真把我熏染到了。爵士配乐很赞。,1,1
17119,郭老师的b茅,2010/4/7,29,4,虽然最后妓女出卖了他们，可是在感情上我还是站在妓女的一边。毕竟她对兰尼时真心的，最后还想冒险和他逃跑，可是兰尼只是玩弄了她的感情,0,1
17120,某J。624,2016/1/25,21,4,因为拍得隐晦，安吉尔被一些人当成了不作不死的类型；安吉尔有幻听、有爱与信仰的冲突，挣扎矛盾不可自控的神经质，却自始至终留在内勒的身边；就像内勒痛苦逃离，最后却还是选择了安吉尔，尽管与女人一起离开是最大的活路。动荡、颠狂、残忍。演员说对安吉尔而言，这世界所有一切都是肮脏，除了内勒。,1,1
17122,荆棘,2014/10/28,206,5,迅迅时隔这么多年重回电视界，感动开心之余把橘子红了和宫词一口气重温了一遍…好感动好感动…虽然不再有李少红和归亚蕾了有点伤感。和朱传武的对手戏也很期待。就是这性感的小嗓音配着东北话实在是……,1,1
17124,kakakarl,2014/10/28,82,4,40岁的周迅演19岁的九儿真的太厉害了，或笑或哭，眼角没有半点褶子。朱亚文，黄轩也都挺让人心水的~而且还没有让电影版先入为主把形象占据！电视剧追了~19,1,1
17125,与影牵手,2014/10/28,54,2,★★2014-10-27'60集，说真的，不要怪我弃剧早，真的没什么新意的抗战片，梗冒死被刀客家族的女人玩了，套路很像，虽然这个才是原创，也就看看周迅，可是人家快40了啊这样真的好么？,0,-1
17127,维以不永伤,2017/8/31,23,4,不得不说，这一季的剧情设定好弱智啊，人类病毒完了又来食物病毒？拯救世界还能偶遇的咯？钱德勒莫名其妙地就跟着老大去打架了？还有你们的胡子能不能刮一下…,1,1
17129,且听蝎吟,2017/10/15,6,3,舰船对抗拍得还算紧凑，其余太多部分像是美版的抗日神剧。三个人开艘小艇能干翻对方一艘军舰；一颗鱼雷也能干翻一艘军舰；两方对战，美国人一个不死，希腊人被割韭菜似的团灭。,0,0
17130,Lily Liu,2017/10/12,3,2,Bug太多，越来越牵强。,0,-1
17131,陆支羽,2008/8/31,104,5,世影史：这是文德斯闯荡美国多年后重回德国开拍的幻想式文艺片，用抒情代替叙事，是最接近诗歌的电影作品，歌颂的对象是柏林。擅拍公路电影的文德斯这一次把空间换成时间之旅，让两个天使从一个故事走到另一个故事藉以反映在大时代变革中的德国面貌，爱情部分的处理则温柔而深情。,1,1
17132,冰红深蓝,2015/12/23,32,5,"哀婉伤怀与生命激情兼具的诗性电影。1.悲悯寂寞的天使与孤独疲惫的凡人，伤痕累累的柏林。2.黑白天使视角,运动长镜头流畅灵动,一如肆意穿梭的神之意识。3.兀立于时间之河的歪脖老树,似[雾中风景][女性瘾者]。4.Peter Handke的童年之诗与Nick Cave的摇滚。5.品一杯咖啡,看饱满之色,坠入爱河。（9.5'10）",1,1
17133,woodyallen,2010/6/20,33,4,又一部必须进影院看才会有感觉的电影。。用碟看是闷片，而投到大银幕上就全然是扣人心弦的诗作了啊，2个多小时丝毫不嫌长--诚然，要是眼角那些细纹都无法看清，那么其间的心动、暗涌跟哲学思考又要从哪里寻找着落呢？,1,1
17135,高冷的鸡蛋仔,2017/9/12,30,5,是一部影像宁静的影片，它从天使的角度体察着人间的苦恼和哀愁。,1,1
17136,桃桃林林,2015/7/2,1113,3,与担心的一样，导演终究无法深入这个群体，仅能借这个题材，去讲一个常见的小人物励志故事。即便不是横店、群演，也并不影响主题。整部影片太剧情了，那些鸡汤与励志，总觉得抒情过度。使用群演做主角，表演也是问题。其实更感兴趣的是这些群演在电影之后的事。最终，他们还是在“演戏”，而不是自己。,1,0
17137,老晃,2015/7/4,940,3,最好一场戏是凯哥懵逼那场，真实，残酷，图穷匕见，可惜，这场好戏里居然没有主角万国鹏,1,0
17138,影志,2015/7/3,588,5,“-很好，再来一遍。-为什么很好了还要再来一遍？”哈哈哈…导演是香港人，演员是大陆群演，讲述了一个拍电影和演员梦的辛酸故事，草根版《爱情麻辣烫》《梦女孩》《青春梦工厂》，2015新鲜又惊喜的华语片。“我的梦想好像灭的差不多了…你的梦想里有我吗？” 整个横店都是假的，5平米陋房才是真。,1,1
17139,唐小万,2015/6/25,165,4,是一碗鸡汤没有错，雷人生硬的地方也有，但他们这样的人也许思考说话就是这样，所以也不算假。万国鹏太可爱，确实有染谷将太风。,1,1
17140,放开那个浪味仙,2015/7/1,127,4,路人甲们的真实生活，略带傻气，青涩又真实。为了梦想亦或是为了生存，这都是他们的选择。故事拍的好散，但这部片子主要胜在题材。好喜欢女主这个小姑娘啊…,1,1
17141,社会大哥大,2017/1/17,171,5,除了老版西游记外，最喜欢的就是陈浩民版孙悟空的西游记了哈哈😄😄😄,1,1
17145,Calavera,2015/8/23,16,3,通臂猿猴挺可怜的，对六耳猕猴倒没啥感觉，当时很好奇最后一只神猴会不会出来当反派……,0,0
17146,淋,2015/8/23,9,4,大超和老爷已经习惯性各种不要脸了！【老爷！～哦～】红绿也头顶青天秀恩爱！钟叔帅出新高度，塞叔脑洞大破天！囧叔撸瑟上演感天动地秃子的友谊。。。然而神奇大姐再怎么靠谱也敌不过钢骨这傻孩子智商感人。。。PS:太阳:滚滚滚！劳资真是每天都日了狗了！,1,1
17147,touya,2017/5/10,3,4,故事虽然幼稚向，但是梗多到飞起！不萌超蝙的我都快看不下去了，钢骨有志黑人小青年超圈粉，Mark Hamill给塞叔配音也非常的棒~乐高DC太好玩太可爱了，一路傻笑的看完~,1,1
17148,残烟夜灯,2017/4/21,1,3,这部剧情套路但大超一直拽蝙蝠披风实在太萌了wwww,0,0
17158,7Lee,2008/11/5,0,5,不记得结局的诸多动画片之一,1,1
17159,线线,2009/8/12,0,4,印象很模糊了。。那一阵龙卷风啊，那胆小的狮子呀，那没心的稻草人呀，想起来还是很熟悉的。,1,1
17164,我爱看海,2009/12/9,0,5,真这个真的很好看，科幻、恐怖、惊悚、色情、暴力，全部击中~~,1,1
17166,Arthur Morgan,2017/4/20,330,3,"您居然烂尾了~。。。 让我快调杯白俄罗斯缓缓先。
真是科恩兄弟电影里的传世精髓：确定性中的不确定性。
导演编剧一定秉持这种心态拍出了第三季。想起了第一季中莱斯特家中地下室那幅画，上面写着：“如果他们是错的，你是对的呢？”
可惜了，不知道什么时候能看到第四季了。",1,0
17179,Anna,2019/9/25,2,5,这个真的太经典了，记得当时报刊亭还有漫画书卖，当时觉得想买，又舍不得。动画片好好看，就觉得画的也特别好，还是三维动画，剧情太棒了，应该要感谢原来漫画的作者。童年有这些国产漫画还是很幸福的。,1,1
17192,iriselite,2015/7/15,9,5,愈发精彩，上一季我不喜欢Delphine，可是这一季我越来越喜欢她，最后结局为何要她死，呜呜。不喜欢Cosima的新搭子Shay。,1,1
17199,爱看古怪电影,2012/3/20,1,4,"剧情上延续前几部，杰森的杀人手段还是非常残忍，孔武有力的大手刀刀毙命，唯一不能毙命的就是最后的幸存者，总是像玩鸡子似的，下手颇轻，而且每集都是必杀十人，绝不多杀！幸存者也不是一下就干倒怪物，反正还是那样，恐怖片中的俗套全部囊括,变成了经典的搞笑片！哦对了，里面还放了段80年代的A片！",1,1
17201,沉歌,2008/6/12,86,4,高屋奈月的漫画原著前六卷的TV化，清新、纯净、温馨、简单，如同旋律又软又甜的OP《For Fruits Basket》一般。草摩家的少年们的青春实在太晃眼了，而我们有时候就是需要这么简单的感动并且不去诟病诋毁这份纯真。,1,1
17202,蜉蝣,2010/3/22,49,5,不管是虚构还是现实，都喜欢着紫吴这种人。原作的想象力非常出色，虽然画技太不出挑了。,1,1
17207,柠,2018/10/30,8,5,在本季日剧整体平庸的情况下，保持前季水准值得四星。也许最让人难过的，是原本善良平常的人却犯下了罪恶，人性离深渊边缘的距离，比预想的近太多了…,1,1
17209,某J。624,2019/3/21,2,4,依旧保持着这个系列的水准，虽然惊艳的单集数量变少了，5689本季最爱，几乎都是爱情类相关。最后一集有点浪费，羊姐真是每季结尾虐一次。PS：第二季客串卡司没有第一季那么豪华，提名宫九、早乙女太一、若叶龙也。,0,1
17212,Sunman,2011/11/29,1,3,与第一部相比还是差强人意。之所以许多人认为这部是惊笑系列里最让人有共鸣的一部也是因为这部电影的出品时间是中国互联网发展的井喷期，而前两部因为时间的限制，中国观众观影的渠道还太少，形成不了基本共鸣。,1,0
17213,Kyrene,2012/6/17,1,3,Branda葬礼的闹剧笑shi了 小孩不是不死王至少也是铁头功 和贞子互殴太过瘾啦,1,0
17217,战国客,2008/2/20,208,4,"故事发生在我的家乡，而牛小伟和牛小玲的生活状态就是典型的东北现在小青年的生活，很真实~~
",1,1
17219,请保持高冷,2016/12/28,67,5,在寒冷的冬日，窝在被子里，喝杯热巧克力，看一部好片，真是绝美的享受～,0,1
17221,我是大皮哥,2016/3/16,261,3,大家要都像这片这么谈恋爱，这世界吃枣药丸,1,0
17224,谢谢你们的鱼,2016/3/21,37,4,视角好，创意好，包装好，那些所谓的渣男渣女的设置其实并不是那回事儿，整体上是一部相当轻松愉快的爱情喜剧，脑洞的部分好喜欢！,1,1
17231,不死鳥,2016/12/9,2016,5,有时候会想，历史课本上的一句话，背后是那么多人的故事、那么多人的一生啊,1,1
17232,不缇,2016/11/30,616,3,我要是日本人会哭晕在电影院吧，但抱歉身为中国人完全感受不到任何情感。能年的配音很无语，更无语的是小学时期的角色也让同一个人配音，那个女主蠢慢的让我恨不得早点飞出电影院。,1,0
17233,荒也,2016/12/25,424,4,与同样以二战为背景，日本为舞台的《萤火虫之墓》完全不同。毫无政治诉求，只是以“轻松笔调”描述着，人间地狱里一家人日常生活中的喜怒哀乐。但却绝非美化战争和否认历史。而是不再被天皇＝国家意识形态绑架，民众的主体性显现的瞬间，也是人性光芒闪耀的时刻。#后吉卜力时代的到来#,1,1
17234,木卫二,2017/1/19,349,5,粗体大字的艺术动画片（比如飞字幕）。情绪完全碎片，拒绝生硬煽，而是循循善诱，把观众带入俯瞰吴市军港的山坡一角，遥远地接收感伤。如动画是对电影'现实的加工处理，影片不断围绕这种修辞做文章，几乎不见对战争的传统表现。想起阿巴斯的一首短诗：这条路 多年以前 就被遗弃 但野花似乎 一无所知。,1,1
17235,敦士,2017/5/16,432,3,日本人看了可能会感动，但是给我的感觉就是责怪打败了一样。特别是最后女主角知道战败后竟然痛哭说自己还有左手和双脚可以去战斗，自认为合理的东西，一直忍耐的理由，不应该因为暴力（广岛原子弹爆炸）而屈服。简直可怕。,1,0
17236,吉吉吉Ray,2010/12/23,0,3,演员外形，人设，故事都还可以。只是情节拖沓累赘无比，要看昏过去了,1,0
17240,Yimo,2011/7/10,2,3,剧本相当不错，但是你妹的两主要演员毁了电影，本来他可以像CIAO一样出色的。虽然我知道不该对这部小成本电影要求太多，只是扼腕一部好剧本啊,1,0
17242,圆首的秘书,2018/4/8,4,5,这片子真的给我看得乐死了！赫尔佐格简直不能再直率，结尾一下否定了科学和宗教，联系他的其他片子来看，意图可以说是'昭然若揭'了。吸血鬼就是死神，是自然无可阻挡之力。说实话没想到他拍表现主义也能拍得这么优美动人，诺斯费拉图第一次见妻子的时候那个调度，真是让我完全不能动弹！,1,1
17243,Eve|Classified,2016/3/7,6,3,已经把对白减到最少，致敬得确实还不错。喜欢这版把女主设定为主动寻真相者，并且是拯救世界的真英雄。诺斯费拉图的钟摆道具改良设计得更精美，最后的悬念设置也好。虽然原版难以超越，但是这几处改良真让人拍手（只不过，对牺牲女性才能救世界的调子还是忍不住翻白眼）。PS，阿佳妮真美。,1,0
17244,Memento Mori,2011/11/2,4,4,赫尔佐格迷人的光影与管风琴。其实我倒不觉得阿佳妮有如此足够恐怖与冷艳的气氛。也许哥特大妞并不是那么容易的吧。德国人总是醉心于用音与影来重构他们的吸血鬼故事吗？茂瑙如同史诗一样震撼，赫尔佐格如同文艺一样精致，那么惊情四百年只能娱乐大众而已。,1,1
17245,麦克阿瑟,2011/8/10,0,4,"B＋
    德国新电影四杰之一赫尔佐格向前辈茂瑙致敬的作品。诺斯费拉图,不死的黑夜幽灵，将瘟疫带到人间。只有一个方法能消灭他：如果能够引诱住他使他注意不到黎明的到来，那么清晨的第一缕阳光会杀死他。幽灵虽然不死，但他渴望爱情，渴望被爱，当他向美丽的阿佳妮要一点爱时，阿佳妮的回答在日后反",1,1
17246,眼角的花朵,2008/7/4,17,4,　给了四星是给最后那段舞，精彩。不晓得American's Best Dance Crew那场show是不是专门给这电影给找的，第一场初赛时好几个crew里的动作这电影里最后那场争霸赛都出现了，包括那戴白色面具的那组合。最记得就是那亚洲女孩（日本人吧？）一个片断里随节奏作出来的打人的动作，内个太强了。,1,1
17252,饥饿艺术家,2014/11/1,140,5,她在洗澡的时候他说那番话的那段时间大概是我见过的“最孤独”的时刻了,0,1
17253,miootree,2017/1/24,36,5,十年里 人们刻意不在我面前提起你 但他们不知道这其实适得其反 让我更想你。可曾经就是曾经，就像在这部电影里，没有名字的他们，只是男人和女人。,1,1
17255,Mr. Infamous,2020/4/3,6,4,好一出《炮在黎明破晓前》。男人与女人切着情由，火苗从心头烧到唇角，对话是炮，缠绵是炮，现实也是炮，炸这朝夕不足的几小时，每个人都把过往现今烧得毫无矫饰，裸露着缠着年轮的躯体与灵魂，说你侬我侬不过是风是月，是鸡啼前的汹涌与日出后的决堤。真是喜欢他们的交锋，以及四十岁的真实，还有车门关闭前无法遮掩的眷恋。幸福啊幸福，真他妈的难。,0,1
17260,###疼,2014/5/5,0,3,比第一部紧凑，血腥部分更多，澳大利亚风光依旧美丽壮观，还是不错的系列,1,0
17262,林小七,2016/10/24,2,3,光胜合体姿态登场（给官方跪了……）。平成三杰怒刷存在感。平成其他七（六？）曼依次闯关打怪（经典怪兽'宇宙人刷一发）。为什么现在剧场版要么卖玩具，要么刷情怀，剧情不能上点心吗……,1,0
17263,飞扬小小宜,2019/8/22,1,3,晒皮套咯，剧情等于无…武藏你回来干啥的，出镜率贡献还不如赛罗，好歹是个人间体啊，这酱油打的…,1,0
17265,不蓝得的不蓝得,2015/9/28,1,5,哈哈哈哈哈看了扭曲版字幕笑死了http:''v.youku.com'v_show'id_XMTMwNDE4MTU3Ng==.html?from=y1.7-2,0,1
17266,peeman,2018/7/31,12,4,果然硬核，看到喝血那段真是浑身清爽。,0,1
17268,天外☆飞仙,2020/3/22,3,5,岸边露伴一动不动 六壁坂：这个单集真的是太强了，无论是视觉效果，还是氛围营造，是剧本构思，亦或是讽刺力度，比起富豪村都是有过之而无不及。然而富豪村就已经够强了，这次似乎又到了新的高度。六壁坂让我们再次看到了荒木那天才般巧妙的塑造和艺术般独特的表达，真的是太厉害了。对荒木大佬的才能，我真的是由衷地感到敬佩。,1,1
17271,皮皮鲁西西,2009/9/13,116,5,这电影真美，世界的冰点，两个人的沸点,1,1
17273,Much,2011/12/30,31,4,四星半；北极圈以北，永远不落的阳光，悲伤爱情在午夜太阳的照耀下我们在一整个轮回后终于又见到对方，只是，却以这样的方式相遇，然后别离。《半生缘》里曼桢还能对沈世钧说一句：我们再也回不去了，我却只能看着你离去，不能言语。电影剪辑极赞，以两个人不同的视角来诠释，难得的西班牙好片。,1,1
17274,Adiósardour,2010/3/8,19,4,"西班牙语.生活在不停的循环中也挺好的.但我的只有一个圆环,甚至并不是完整的.小孩子的世界内心独白.敏感纤细还有早熟.早熟的眼睛里已经具备了形态概念的欲望.你能让你的生活倒退几个小时?从未真正出现的北极.意想中的野兽出现在窗外树丛后,背景音乐有东南亚风味.她的眼睛如同湖水,但寂静的",1,1
17275,scholarschwein,2010/4/29,7,5,命运的无可逃避，无法预见，不可掌控。两个命运注定交汇的人，最终却以这样一种方式结成命运之轮。北极圈的车祸，Otto永远在Ana眼中，两个圆，极端对称与完美，也许暗示了他们的永恒相守。最后的震撼有如《通往绞刑架的电梯》中，最后一幕，男女主人公终于在一起，却是在刚冲洗出来的黑白照中…,1,1
17276,陀螺凡达可,2012/9/25,78,4,我操这片真是出乎意料的恶趣味，色情暴力带来的并非只是视觉上更是精神上的扭曲变态！剧本其实很赞，仅仅几个人物演绎出一个峰回路转的故事。另外对马修·麦康纳的演技刮目相看啊！一年之内再也不吃肯德基全家桶~,1,1
17277,Marilyn教父,2012/10/21,42,4,林肯律师马修不是主角、妹纸朱诺不是主角、像AP硬条妈的吉娜不是主角、尼玛KFC的鸡腿才是主角！！！,1,1
17278,亵渎电影,2012/10/18,29,3,NC-17？暴力，色情，裸体加五六场残忍的殴斗和特效装？其实这方面的尺度还算一般，重点是故事太残忍，没有表现半点怜悯，最傻逼的一家人遇上了智商也不太够用的杀手，人性的冷漠无情还不至于扭曲常人的价值观，但那份残忍却足以让人大开眼界。马修·麦康纳病态、狡黠和性感的表演棒极了！★★★☆,1,0
17279,Babynumb Nada,2012/9/6,15,3,主要讲述了蛮荒之地德州的苦逼家庭如何在自私贪婪等人性阴暗面驱动下展开的包括杀母鸡恋（是真的鸡，且是鸡腿）暴力等系列黄赌毒情节的扭曲故事。某法国大哥提议的电影，结果看完我没事他被严重刺激了，坐那儿安抚镇定了半天丫幼小脆弱的心灵。so要是闲得不蛋疼就别再主动寻求刺激了，何苦呢，何必呢～,1,0
17280,黑樱桃摩卡,2012/10/30,0,3,德州的警察到底是有多悠闲，有的时候我真不愿意听那个警察废话~,0,0
17281,同志亦凡人中文站,2019/11/2,10,3,波兰大屠杀衍生出来的故事，只有把逝者名字串成歌，生者才不会遗忘。减星的原因是男主太白眼狼了，少年时代的友情和12年养育之恩啊，真的是说丢就丢了…,1,0
17284,Jules,2020/3/29,0,2,很自然的掏出老花眼镜来戴的Tim Roth真的很可爱。故事好恶心啊。或者说男一苦苦追寻的男二好恶心啊！！！！小演员们演得很好，也比成年部分好看。音乐部分没有想象中好，演员们却表现出听到热泪盈眶的样子。总觉得男一对男二是爱情(*'ω＼*),1,-1
17285,基瑞尔,2020/4/6,0,3,跨越数个年代的寻找，浓重的古典音乐背景，还有老友'知音之间的寻找（Max'1900）。Tim Roth很意外的在这部电影中完成了一次在二十多年后，对自己和《海上钢琴师》的致敬。有着很精心设计的倒叙剧情与配乐，也不失隐藏历史类型片难得的厚重与优雅，但两个小演员盖过成年组风头的表演也很好的解释了为何电影在后半段泄气了。,1,0
17294,遁了～,2010/12/31,80,3,调调很中意，演员很中意，就是草泥马的含而不发的情绪，文艺不是这么个憋屈法儿吧。,1,0
17295,恶猫的步调,2010/12/31,36,5,一开始便是“1952年医学出现重大突破，医生终于能治愈过去的绝症，到了1967年，平均寿命已突破一百岁。”、在这样的过去虚拟语态中，故事开始，并且一直发生在过去。原作是“英国文坛移民三雄”之一的日裔英国小说家石黑一雄，其人曾被英国皇室授勋为文学骑士，并获授法国艺术文学骑士勋章。,1,1
17296,Ada🧣Wong💋💍,2019/10/17,56,5,"第八季Arrow我们都知道是完结季，却真的没想过CW会用这种方式致敬前七季！
1.糖哥从炼狱岛上获救的第一幕是完美的，让这一集立刻致敬第一季片头，岛上的丧钟面具变成了蝙蝠侠！好大胆的编剧！从那一刻起，我就知道糖哥在平行宇宙！
2.第一集故事大纲完全是主世界第一季的主线，只不过这个平行宇宙把摧毁平民窟的梅林换成了汤姆，第五季最成功的反派蔡斯摇身一变成为这个世界的绿箭是非常聪明的点子！
3.Arrow...第八季Arrow我们都知道是完结季，却真的没想过CW会用这种方式致敬前七季！
1.糖哥从炼狱岛上获救的第一幕是完美的，让这一集立刻致敬第一季片头，岛上的丧钟面具变成了蝙蝠侠！好大胆的编剧！从那一刻起，我就知道糖哥在平行宇宙！
2.第一集故事大纲完全是主世界第一季的主线，只不过这个平行宇宙把摧毁平民窟的梅林换成了汤姆，第五季最成功的反派蔡斯摇身一变成为这个世界的绿箭是非常聪明的点子！
3.Arrowverse宇宙六次联动完美收官，DC官方正式把绿箭宇宙成为主地球，就连Ezra Miller和DCEU 也出来给绿箭宇宙当绿叶。糖哥那一句You have failed this universe 泪目，可以和铁人史塔克I am Iron man齐名。",1,1
17297,昨日重现,2019/10/17,24,5,回忆杀啊简直是，这么多老角色全数回归，满满的情怀,1,1
17299,周府真,2019/11/6,17,5,很多美剧在最终季都不懂得收尾，曾经现象级的《Gossip Girl》和曾经作为喜剧王者的《2.5men》都在最后一季仍不管前面埋下的线，还不停开新线，直到最后剧终集才草率收场，《Arrow》有诚意多了，每一集都在请老角色回来客串，剧情一直在为最后大事件“无限地球危机”铺垫，第三集现在与未来线重合，很令人惊喜,1,1
17300,打不烂的土豆,2019/11/27,7,5,哈哈第六集我尼玛，忌日快乐视角！吹爆最终季！人员都各种方式回归！情怀！,1,1
17302,张小北,2013/9/6,26,3,故事创意不错，视觉也很炫，演员组合也对。就是整体缺乏新意。,1,0
17307,汽车大师,2015/1/18,16,4,阴阳魔界的同屋三分惊，去年真是小科幻大年，数字化时代的功绩吧,1,1
17308,魂,2015/12/28,2,4,挺有意思的一部小成本科幻片，点子挺好，外加得叙事的帮助，片子整体取得了相当不错的效果；画质太low了，浓浓的美剧感，和复联1一个德行；另外针对这种小成本的影片，永远不要问为什么主角不那么办要这么做，强迫症逼死人,1,1
17311,理想多钱一斤啊,2011/6/5,40,4,Perfect Friday-night movie，《食人鱼》是否对这部电影有所借鉴？最后神父问：“你确定只有三条鲨？”我还以为马上就再蹦出一条吞掉躺着的俩人。告诉你一个小秘密，这部电影其实是某教会出资赞助拍摄的哟,1,1
17312,我不是童男几,2010/6/20,10,3,味同嚼蜡的二进宫，重温了儿时的教育片。从女主脱下潜水衣的那刻起，我就不蛋定了，但我向来虚心好学，继续看她叠衣服，然后光溜溜的站到衣服上，向大家展示一项有关导体与绝缘体关系的实验。此刻好奇心战胜了我某些欲望，我只是想弄明白，沾水的绝缘体还能绝缘？？？如此让人困惑的浪漫啊``````,1,0
17313,透明,2010/9/14,6,4,女主胸不大，但是身材好，黑人死得早，意想不到！好电影！,1,1
17314,电影老村长,2013/7/27,4,3,1，鲨鱼在那么狭窄的走廊里游动，穿过一扇扇小门应该不可能吧。2，女主角最后已经逃出生天了，还为了赎罪一心寻死，理想化了点。3，黑人厨师的塑造看似出色其实很浮夸。4，没法和大白鲨比。,0,0
17315,缘三,2010/9/20,1,3,就是在海神号里加了几条杀鱼，但悲剧的是，海神号居然是后出。更悲剧的是，我居然先看了。“它也许是世界上最聪明的动物，不过终归还是动物”苏珊这句台词太经典了，只可惜被那鲨鱼一口叼去了。哎~~为医学研究基因改造鲨鱼，最后又为救同伴，以身做饵，太奉献了~,1,0
17316,ryan,2012/1/3,0,2,这种扼腕的剧情只有编剧亲身经历过才能写出来。故事是痛惜的 但导演这扭曲的跳跃时间线简直是没事找茬 吃饱了撑的 所以5分斥候。不介意插叙的值得一看。,0,-1
17317,亵渎电影,2011/8/20,1,3,等待，等待，等待，然后在等待中错失，在等待中遗憾，接着再等待即将到来的。平淡自然的故事，流畅的剪辑，那些在感情里付出的与得到的，终于明白了为什么那么多人总是孤独。★★★,1,0
17321,同志亦凡人中文站,2015/3/3,138,5,我最爱的导演永远不会叫我失望。关于性别和性向的各种可能，看似惊世骇俗的故事背后是欧容对性的超然平和，就像一位魔术师在让观众眼花缭乱后仍不忘优雅致意：你们看到的并不算什么。配乐再加一星。,1,1
17322,赛珞璐,2014/11/6,41,3,本来挺有意思的一个idea，却用些俗套的戏码来展开，尤其最后那场车祸，用具强烈戏剧效果的车祸来激发Drag Queen的自觉与坚持，实在不高级。,1,0
17323,陆支羽,2015/4/2,24,4,3.5。1.这部欧容反转戏好多，几乎把所有可能性玩了个遍，倒是与[干柴烈火]一脉相承，而气息上则重回了[弥留的时光]。2.男孩从卷心菜里出来，女孩从花朵里出来，而我从菜花里出来。3.有些细节特别好，比如吉尔偷瞄站街女；戴维换回男装时，吓到克莱尔摔盘；男浴室的同性幻想；维吉尼亚最后的眼泪。,1,1
17325,(๑⁼̴̀д⁼̴́๑),2017/9/4,30,3,本片是法国鬼才导演弗朗索瓦·欧容的最新作品，改编自同名畅销犯罪小说,1,0
17329,年上党怎么办,2013/12/1,1,4,又是一个失去了才意识到真爱的故事╮(╯_╰)╭ brendan得知charlie死讯后狂奔那里虐点低的扛不住啊。原本是冲着LEE INGLEBY看的，这里头他小小的萌萌的，但是演的小混球儿特别棒！真适合演这种角色哈哈哈。两个主角也有这青葱岁月啊，看他俩别的片儿没法直视一个劲儿的脑补啊……,1,1
